Vehicle_Type,Vehicle_Route_Name,Latitude,Longitude,ID,Waypoint_ID
JEEP,SANTA MARIA-SAMPOL_2.1,14.82740000,120.99942000,TP193,SANTA MARIA-SAMPOL_2.1_TP193
JEEP,SANTA MARIA-SAMPOL_2.1,14.82755000,120.99966000,TP194,SANTA MARIA-SAMPOL_2.1_TP194
JEEP,SANTA MARIA-SAMPOL_2.1,14.82798000,121.00039000,TP195,SANTA MARIA-SAMPOL_2.1_TP195
JEEP,SANTA MARIA-SAMPOL_2.1,14.82824000,121.00088000,TP196,SANTA MARIA-SAMPOL_2.1_TP196
JEEP,SANTA MARIA-SAMPOL_2.1,14.82831000,121.00101000,TP197,SANTA MARIA-SAMPOL_2.1_TP197
JEEP,SANTA MARIA-SAMPOL_2.1,14.82836000,121.00110000,TP198,SANTA MARIA-SAMPOL_2.1_TP198
JEEP,SANTA MARIA-SAMPOL_2.1,14.82843000,121.00116000,TP199,SANTA MARIA-SAMPOL_2.1_TP199
JEEP,SANTA MARIA-SAMPOL_2.1,14.82865000,121.00170000,TP200,SANTA MARIA-SAMPOL_2.1_TP200
JEEP,SANTA MARIA-SAMPOL_2.1,14.82889000,121.00228000,TP201,SANTA MARIA-SAMPOL_2.1_TP201
JEEP,SANTA MARIA-SAMPOL_2.1,14.82893000,121.00237000,TP202,SANTA MARIA-SAMPOL_2.1_TP202
JEEP,SANTA MARIA-SAMPOL_2.1,14.82907000,121.00269000,TP203,SANTA MARIA-SAMPOL_2.1_TP203
JEEP,SANTA MARIA-SAMPOL_2.1,14.82920000,121.00301000,TP204,SANTA MARIA-SAMPOL_2.1_TP204
JEEP,SANTA MARIA-SAMPOL_2.1,14.82928000,121.00317000,TP205,SANTA MARIA-SAMPOL_2.1_TP205
JEEP,SANTA MARIA-SAMPOL_2.1,14.82937000,121.00334000,TP206,SANTA MARIA-SAMPOL_2.1_TP206
JEEP,SANTA MARIA-SAMPOL_2.1,14.82953000,121.00357000,TP207,SANTA MARIA-SAMPOL_2.1_TP207
JEEP,SANTA MARIA-SAMPOL_2.1,14.82957000,121.00364000,TP208,SANTA MARIA-SAMPOL_2.1_TP208
JEEP,SANTA MARIA-SAMPOL_2.1,14.82961000,121.00369000,TP209,SANTA MARIA-SAMPOL_2.1_TP209
JEEP,SANTA MARIA-SAMPOL_2.1,14.82976000,121.00394000,TP210,SANTA MARIA-SAMPOL_2.1_TP210
JEEP,SANTA MARIA-SAMPOL_2.1,14.82985000,121.00409000,TP211,SANTA MARIA-SAMPOL_2.1_TP211
